date,sleep_hours,steps,stress_avg,resting_hr,hrv,calories,vigorous_minutes,last_activity,last_distance_km,last_avg_hr,last_duration_min,vo2max,training_effect,training_load,steps_display
2026-07-24,6.85,0,16,56,0,74.0,0,Campinas - W11 Wed Taper In,7.53,146.0,42.3,47.0,3.3,294.9,Sincronizando...
